,user_id,age,gender,city,salary,experience_years,department,performance_score,joining_year
199,200,56.0,Male,Pune,,10.0,,2.0,2021.0
200,201,23.0,Other,Mumbai,,,IT,4.0,2011.0
201,202,25.0,Male,,125000.0,2.0,IT,,2020.0
202,203,44.0,Female,Bangalore,35000.0,0.0,HR,,2023.0
203,204,26.0,Female,Mumbai,40000.0,10.0,,,
204,205,54.0,Male,Bangalore,,,IT,2.0,
205,206,50.0,Female,Bangalore,,,IT,,2015.0
206,207,,Male,Mumbai,80000.0,,,,2013.0
207,208,59.0,,Delhi,,,Sales,,2024.0
208,209,,Male,Ahmedabad,,9.0,,,2010.0
209,210,41.0,Male,Pune,125000.0,,,1.0,2016.0
210,211,32.0,Male,Bangalore,130000.0,5.0,Sales,,2021.0
211,212,49.0,,Pune,30000.0,,,,2019.0
212,213,49.0,Female,,,3.0,IT,3.0,2014.0
213,214,41.0,Female,Mumbai,,12.0,,2.0,2021.0
214,215,58.0,Male,Pune,,,Sales,3.0,
215,216,,Female,Mumbai,,13.0,Finance,,2019.0
216,217,,Male,Pune,120000.0,2.0,,3.0,2015.0
217,218,,Female,Ahmedabad,,9.0,HR,,2021.0
218,219,,Male,Ahmedabad,,5.0,IT,5.0,2016.0
219,220,29.0,Male,Ahmedabad,120000.0,0.0,IT,,
220,221,56.0,Male,Ahmedabad,,,HR,,2011.0
221,222,19.0,Female,Ahmedabad,70000.0,,HR,,2019.0
222,223,20.0,Female,Ahmedabad,,13.0,,,2024.0
223,224,,Male,Mumbai,35000.0,7.0,HR,3.0,2021.0
224,225,54.0,Female,Bangalore,20000.0,,Finance,4.0,
225,226,,Female,Pune,,13.0,Sales,,2013.0
226,227,34.0,Female,Ahmedabad,135000.0,9.0,HR,,2016.0
227,228,,Male,Mumbai,,,HR,,2018.0
228,229,19.0,Male,Mumbai,80000.0,8.0,Finance,1.0,
229,230,19.0,Female,Mumbai,,5.0,IT,,2016.0
230,231,45.0,Male,Bangalore,70000.0,10.0,IT,,2011.0
231,232,40.0,Male,Pune,,,,,2015.0
232,233,54.0,Female,Bangalore,100000.0,6.0,Finance,4.0,
233,234,49.0,Other,Delhi,,,Sales,3.0,2015.0
234,235,50.0,Male,Mumbai,105000.0,0.0,Sales,3.0,2022.0
235,236,18.0,Male,Delhi,,,Finance,,
236,237,36.0,Female,,125000.0,4.0,Sales,,2011.0
237,238,19.0,Male,Ahmedabad,135000.0,8.0,IT,,2021.0
238,239,,Male,Ahmedabad,110000.0,,Sales,1.0,2024.0
239,240,43.0,Male,Bangalore,,,Sales,,2023.0
240,241,49.0,Female,Pune,,,Finance,,2015.0
241,242,23.0,Female,Delhi,120000.0,1.0,Finance,,
242,243,49.0,Male,Pune,55000.0,10.0,Sales,,2014.0
243,244,21.0,Male,Bangalore,,5.0,HR,,
244,245,28.0,Male,Ahmedabad,40000.0,7.0,Finance,5.0,2012.0
245,246,34.0,Female,Pune,100000.0,3.0,,1.0,2012.0
246,247,55.0,Male,Pune,,,,2.0,2019.0
247,248,41.0,Male,Ahmedabad,,10.0,IT,4.0,
248,249,22.0,Female,Delhi,110000.0,4.0,Sales,5.0,2012.0
249,250,,Male,Ahmedabad,,14.0,HR,,2021.0
250,251,51.0,Female,Pune,,,IT,1.0,
251,252,23.0,Male,Delhi,70000.0,1.0,Sales,3.0,
252,253,39.0,Male,Delhi,,,Finance,5.0,2016.0
253,254,28.0,Male,Ahmedabad,75000.0,10.0,,3.0,2022.0
254,255,,Female,Pune,120000.0,,HR,4.0,2011.0
255,256,33.0,Female,Bangalore,70000.0,12.0,,3.0,2013.0
256,257,50.0,Female,Pune,,3.0,Finance,4.0,2019.0
257,258,26.0,Male,Mumbai,,,Sales,1.0,2016.0
258,259,23.0,Female,,40000.0,6.0,Finance,,
259,260,33.0,Male,Bangalore,100000.0,10.0,Finance,4.0,
260,261,46.0,Male,Delhi,115000.0,,,,2015.0
261,262,20.0,Female,Bangalore,,,HR,2.0,
262,263,37.0,Male,Delhi,,3.0,Finance,2.0,2014.0
263,264,53.0,Male,Delhi,75000.0,14.0,,,2019.0
264,265,36.0,Male,Bangalore,45000.0,0.0,HR,2.0,2018.0
265,266,43.0,Male,Delhi,100000.0,,Sales,,2022.0
266,267,20.0,Male,Delhi,110000.0,2.0,Sales,2.0,
267,268,36.0,Female,Mumbai,145000.0,13.0,IT,4.0,2015.0
268,269,37.0,Male,Pune,,5.0,,,2013.0
269,270,49.0,Female,Pune,,,HR,,2012.0
270,271,24.0,Female,,,,Finance,3.0,2012.0
271,272,,Male,,45000.0,0.0,Sales,,2013.0
272,273,58.0,Male,Mumbai,,5.0,HR,2.0,2014.0
273,274,50.0,Male,,,5.0,,,2017.0
274,275,57.0,Female,Bangalore,70000.0,,IT,,
275,276,56.0,Male,Ahmedabad,,,Sales,4.0,2012.0
276,277,35.0,Female,Ahmedabad,135000.0,4.0,HR,1.0,2021.0
277,278,57.0,Male,Ahmedabad,130000.0,,HR,1.0,2017.0
278,279,18.0,Female,Mumbai,90000.0,9.0,HR,2.0,2022.0
279,280,28.0,Male,Mumbai,,,,,2013.0
280,281,45.0,Male,Delhi,70000.0,,,2.0,2023.0
281,282,42.0,Other,Ahmedabad,100000.0,6.0,,2.0,2023.0
282,283,,Female,Bangalore,85000.0,2.0,Finance,,2022.0
283,284,40.0,Male,,,12.0,HR,,2015.0
284,285,48.0,Female,Bangalore,105000.0,14.0,Sales,,
285,286,47.0,Female,,,,,,2013.0
286,287,59.0,Female,Ahmedabad,35000.0,,,,2017.0
287,288,52.0,Female,Ahmedabad,50000.0,2.0,HR,,
288,289,24.0,Male,Ahmedabad,,3.0,,,2012.0
289,290,33.0,Male,Mumbai,,4.0,Finance,2.0,
290,291,43.0,Male,,60000.0,0.0,Finance,1.0,2018.0
291,292,,Female,Mumbai,55000.0,3.0,,5.0,2011.0
292,293,,Female,Mumbai,,11.0,HR,,2022.0
293,294,,Male,Pune,100000.0,,HR,,
294,295,19.0,Male,Bangalore,100000.0,9.0,HR,4.0,2011.0
295,296,18.0,Female,Bangalore,,,IT,5.0,
296,297,,,Delhi,,,,5.0,2020.0
297,298,29.0,Female,Mumbai,55000.0,,HR,,2024.0
298,299,22.0,Male,,110000.0,,Finance,3.0,2020.0
299,300,54.0,Male,Pune,,,Sales,5.0,2012.0
300,301,49.0,Male,Pune,30000.0,,Sales,2.0,2012.0
301,302,26.0,Other,Bangalore,40000.0,12.0,HR,,2021.0
302,303,58.0,Male,Mumbai,80000.0,,Sales,1.0,2014.0
303,304,52.0,Female,Delhi,,13.0,Sales,1.0,
304,305,36.0,Male,Mumbai,,,IT,,2016.0
305,306,,Female,Ahmedabad,95000.0,4.0,Finance,,2016.0
306,307,33.0,Female,Mumbai,,3.0,Finance,2.0,2022.0
307,308,20.0,Female,Ahmedabad,125000.0,13.0,IT,4.0,2018.0
308,309,37.0,Male,Ahmedabad,,9.0,IT,5.0,2022.0
309,310,41.0,Male,Delhi,125000.0,,Sales,,2021.0
310,311,50.0,Male,,,9.0,,2.0,2022.0
311,312,41.0,Other,Bangalore,30000.0,6.0,Sales,,2019.0
312,313,,Female,Mumbai,65000.0,,IT,1.0,2010.0
313,314,28.0,Female,Ahmedabad,,0.0,Finance,,2017.0
314,315,,Female,Mumbai,120000.0,,Sales,,
315,316,25.0,Female,,95000.0,,,5.0,2022.0
316,317,53.0,Male,Bangalore,75000.0,8.0,Sales,5.0,2012.0
317,318,55.0,Other,,25000.0,5.0,HR,4.0,2012.0
318,319,57.0,Male,Bangalore,,,Sales,3.0,2014.0
319,320,37.0,Male,Pune,135000.0,12.0,IT,,2020.0
320,321,52.0,Female,Bangalore,,2.0,Finance,5.0,2016.0
321,322,,Male,Delhi,,6.0,Finance,,2019.0
322,323,42.0,Male,,,,IT,,2019.0
323,324,52.0,Female,Ahmedabad,,8.0,HR,5.0,
324,325,42.0,Male,Pune,110000.0,,IT,,2011.0
325,326,46.0,Female,Delhi,55000.0,4.0,Sales,,2012.0
326,327,35.0,Male,Mumbai,145000.0,9.0,IT,2.0,2017.0
327,328,,Male,,,,IT,,2020.0
328,329,35.0,Male,Ahmedabad,50000.0,,HR,4.0,2022.0
329,330,19.0,Male,Bangalore,,11.0,Sales,,2016.0
330,331,52.0,Female,Ahmedabad,50000.0,,,,2022.0
331,332,33.0,Male,Mumbai,30000.0,,,,2011.0
332,333,58.0,Female,Pune,20000.0,2.0,Finance,2.0,2015.0
333,334,53.0,Female,Pune,,,IT,,2018.0
334,335,50.0,Female,,140000.0,,Finance,,
335,336,21.0,Other,Pune,,8.0,HR,1.0,2011.0
336,337,50.0,Female,,20000.0,14.0,,2.0,
337,338,31.0,Male,,90000.0,4.0,IT,,
338,339,38.0,Male,,,,HR,1.0,2021.0
339,340,,Male,Bangalore,80000.0,12.0,HR,1.0,2016.0
340,341,37.0,Female,Delhi,,13.0,IT,1.0,2016.0
341,342,25.0,Male,,55000.0,,HR,,
342,343,24.0,Female,,40000.0,14.0,IT,4.0,2022.0
343,344,20.0,Female,Delhi,60000.0,,IT,4.0,2020.0
344,345,34.0,Male,Ahmedabad,20000.0,,Sales,2.0,2015.0
345,346,50.0,Female,,,12.0,Finance,1.0,2023.0
346,347,,Male,Bangalore,,,HR,,2015.0
347,348,29.0,Male,Pune,25000.0,,HR,,2015.0
348,349,,Female,Pune,,7.0,Sales,,2011.0
349,350,39.0,Female,Mumbai,130000.0,,Sales,4.0,
350,351,39.0,Female,Mumbai,60000.0,1.0,Sales,,2024.0
351,352,,Male,Pune,,4.0,,2.0,
352,353,47.0,Male,Pune,,5.0,,,2017.0
353,354,55.0,Female,Bangalore,85000.0,11.0,,2.0,2014.0
354,355,55.0,Female,Delhi,35000.0,,IT,,
355,356,,Female,Mumbai,,,HR,,
356,357,,Male,Delhi,,,Finance,,2010.0
357,358,25.0,Female,Bangalore,,0.0,IT,1.0,
358,359,44.0,Male,Pune,70000.0,,HR,,2024.0
359,360,44.0,Male,,,10.0,HR,2.0,2014.0
360,361,51.0,Other,Delhi,55000.0,9.0,Sales,,2016.0
361,362,38.0,Male,Pune,30000.0,,Sales,1.0,
362,363,47.0,,Pune,85000.0,13.0,IT,5.0,2015.0
363,364,50.0,Male,Ahmedabad,80000.0,9.0,Sales,,2014.0
364,365,45.0,Male,Delhi,,14.0,HR,,
365,366,,Female,,,,Sales,1.0,2019.0
366,367,50.0,Female,Delhi,,3.0,,2.0,2024.0
367,368,22.0,Female,Pune,,1.0,Sales,,2019.0
368,369,,Female,,110000.0,8.0,HR,,
369,370,36.0,Female,Bangalore,,9.0,IT,3.0,2021.0
370,371,21.0,Female,Ahmedabad,95000.0,10.0,Finance,,
371,372,52.0,Female,Pune,25000.0,13.0,Sales,2.0,2010.0
372,373,,Male,Mumbai,,6.0,HR,,
373,374,34.0,Female,Mumbai,100000.0,,Finance,4.0,2015.0
374,375,,Male,Ahmedabad,,14.0,Finance,3.0,2012.0
375,376,45.0,,Bangalore,,,,,2011.0
376,377,47.0,Other,Pune,95000.0,,Finance,,2011.0
377,378,46.0,Male,Delhi,,,HR,2.0,2022.0
378,379,,Female,Ahmedabad,25000.0,14.0,HR,,2018.0
379,380,23.0,Other,Bangalore,25000.0,,Sales,,
380,381,52.0,Male,Delhi,145000.0,7.0,Sales,,2014.0
381,382,58.0,Female,Mumbai,80000.0,10.0,Sales,,2016.0
382,383,54.0,Other,Mumbai,,8.0,Finance,,2022.0
383,384,41.0,Male,Delhi,,14.0,Finance,,
384,385,46.0,Female,Ahmedabad,,0.0,,1.0,2022.0
385,386,,Male,Mumbai,30000.0,0.0,Sales,4.0,2016.0
386,387,,Other,Pune,55000.0,,IT,1.0,2019.0
387,388,48.0,,,130000.0,2.0,,4.0,2024.0
388,389,52.0,Other,Delhi,85000.0,9.0,IT,2.0,2015.0
389,390,50.0,Female,Delhi,,7.0,Finance,5.0,2014.0
390,391,,Female,Mumbai,,14.0,,,2011.0
391,392,38.0,Female,Ahmedabad,,9.0,,,2024.0
392,393,49.0,Male,Pune,,0.0,HR,,
393,394,40.0,Female,Ahmedabad,20000.0,,Finance,3.0,
394,395,50.0,Male,Bangalore,100000.0,1.0,Finance,,2018.0
395,396,20.0,Female,Bangalore,,,,3.0,
396,397,35.0,Male,,,12.0,Finance,,2016.0
397,398,42.0,Male,Mumbai,80000.0,,,4.0,2013.0
398,399,59.0,Male,Mumbai,120000.0,0.0,HR,,2012.0
399,400,48.0,Female,Mumbai,110000.0,1.0,,,
400,401,20.0,Male,,110000.0,,Finance,,2020.0
401,402,57.0,Female,Bangalore,140000.0,14.0,Finance,1.0,2010.0
402,403,,Male,Ahmedabad,125000.0,12.0,,,2015.0
403,404,41.0,Male,,,,,1.0,2020.0
404,405,,Female,,100000.0,,,1.0,2010.0
405,406,49.0,Female,Ahmedabad,130000.0,,Sales,,2016.0
406,407,,Male,Mumbai,,6.0,Finance,,2015.0
407,408,39.0,Female,Pune,65000.0,,Finance,3.0,2023.0
408,409,40.0,Female,Ahmedabad,65000.0,,Sales,,2011.0
409,410,19.0,Female,Bangalore,,6.0,,,2013.0
410,411,44.0,Male,Delhi,55000.0,12.0,HR,,2020.0
411,412,59.0,Male,Delhi,115000.0,4.0,,3.0,2024.0
412,413,19.0,Female,,,,,,
413,414,43.0,Male,Delhi,85000.0,2.0,Sales,4.0,2010.0
414,415,34.0,Female,Pune,,6.0,Finance,3.0,2012.0
415,416,57.0,Female,Mumbai,,,,,2012.0
416,417,50.0,Other,Bangalore,135000.0,6.0,Finance,,2016.0
417,418,26.0,Female,Pune,90000.0,,IT,2.0,2010.0
418,419,,,Bangalore,125000.0,0.0,Finance,1.0,2020.0
419,420,,Male,Bangalore,,,HR,2.0,2015.0
420,421,56.0,Female,Mumbai,35000.0,,HR,,
421,422,46.0,Male,,80000.0,10.0,,,2012.0
422,423,59.0,Female,Delhi,130000.0,,Finance,1.0,
423,424,43.0,Female,Mumbai,55000.0,2.0,,,2011.0
424,425,52.0,Female,Pune,105000.0,14.0,Sales,,
425,426,,,,75000.0,,HR,,2021.0
426,427,42.0,Female,Pune,,10.0,,,2019.0
427,428,41.0,Male,,85000.0,,Sales,,2014.0
428,429,30.0,Male,Pune,,,,3.0,2018.0
429,430,24.0,Female,Mumbai,105000.0,,Finance,,2011.0
430,431,53.0,Male,,,8.0,Finance,,2011.0
431,432,,Male,,70000.0,,Finance,3.0,2015.0
432,433,37.0,Male,Bangalore,,,Finance,,2019.0
433,434,18.0,Male,Bangalore,75000.0,0.0,IT,2.0,
434,435,25.0,Male,Ahmedabad,90000.0,,Sales,3.0,2021.0
435,436,,Male,Pune,,,Sales,2.0,2013.0
436,437,33.0,Male,Bangalore,,,Finance,1.0,
437,438,31.0,Male,Ahmedabad,145000.0,8.0,IT,4.0,2024.0
438,439,29.0,,Bangalore,105000.0,,Finance,5.0,2015.0
439,440,,Male,Pune,,11.0,IT,,
440,441,40.0,Male,,125000.0,,Finance,5.0,
441,442,32.0,Female,Delhi,,,HR,1.0,2012.0
442,443,45.0,Male,Pune,100000.0,8.0,HR,3.0,2019.0
443,444,51.0,Other,Mumbai,130000.0,6.0,,1.0,2014.0
444,445,19.0,Female,Bangalore,135000.0,13.0,Finance,5.0,2023.0
445,446,49.0,Male,Bangalore,55000.0,,Sales,5.0,2022.0
446,447,40.0,Male,,,,,,2015.0
447,448,39.0,Female,Mumbai,45000.0,1.0,HR,,2021.0
448,449,,Other,,40000.0,8.0,Finance,,2017.0
449,450,42.0,Female,Mumbai,,12.0,,1.0,2014.0
450,451,39.0,Female,Delhi,,14.0,Finance,4.0,2024.0
451,452,39.0,Male,Bangalore,,2.0,HR,,
452,453,,,Bangalore,70000.0,10.0,,1.0,2010.0
453,454,,Male,Delhi,20000.0,,HR,,
454,455,59.0,Other,Ahmedabad,,13.0,IT,,2014.0
