user_id,age,gender,city,salary,experience_years,department,performance_score,joining_year
63,52.0,Male,Delhi,,,Finance,4.0,
64,31.0,Female,Bangalore,110000.0,,HR,,2017.0
65,34.0,Female,nan,,,nan,3.0,2015.0
66,53.0,Male,Ahmedabad,,,Finance,1.0,2020.0
67,,Male,Pune,115000.0,9.0,HR,4.0,
68,57.0,Male,Delhi,,8.0,IT,,2013.0
69,21.0,Male,Mumbai,75000.0,,IT,1.0,
70,19.0,nan,Delhi,90000.0,7.0,Finance,2.0,2010.0
71,23.0,Male,Mumbai,,9.0,Finance,,2022.0
72,59.0,Female,Delhi,,,Sales,2.0,2023.0
73,21.0,Male,Mumbai,25000.0,1.0,HR,3.0,2010.0
74,46.0,Female,nan,,5.0,Finance,,2020.0
75,35.0,Female,Bangalore,,4.0,Sales,3.0,
76,43.0,Female,Mumbai,65000.0,8.0,Sales,,2013.0
77,,Female,Mumbai,25000.0,4.0,Finance,,2021.0
78,51.0,Male,Ahmedabad,70000.0,,IT,3.0,2019.0
79,27.0,Male,Mumbai,80000.0,,HR,,2015.0
80,53.0,Other,Ahmedabad,65000.0,8.0,HR,1.0,2010.0
81,31.0,Female,Pune,85000.0,,IT,,2016.0
82,48.0,nan,nan,105000.0,,Finance,3.0,
83,,Male,Ahmedabad,60000.0,11.0,HR,1.0,2023.0
84,32.0,Female,Bangalore,,6.0,Finance,2.0,
85,25.0,Other,nan,,2.0,Finance,,
86,31.0,Male,Ahmedabad,30000.0,9.0,Sales,,2015.0
87,40.0,Male,nan,115000.0,1.0,IT,2.0,2014.0
88,57.0,Female,nan,45000.0,,Finance,2.0,
89,38.0,Female,nan,,2.0,nan,,2024.0
90,33.0,Female,Pune,25000.0,,IT,,2015.0
91,,Male,Bangalore,,1.0,HR,5.0,
92,35.0,Female,Delhi,,,Sales,,2010.0
93,,Male,Delhi,30000.0,9.0,HR,,2010.0
94,41.0,Male,Ahmedabad,95000.0,5.0,HR,,2022.0
95,43.0,Male,nan,,,IT,,2012.0
96,42.0,Female,Ahmedabad,,10.0,HR,,2019.0
97,,Female,Pune,25000.0,,Finance,,2012.0
98,58.0,Female,Pune,100000.0,6.0,HR,,2018.0
99,46.0,Male,Mumbai,,14.0,Sales,4.0,2017.0
100,32.0,Female,Pune,75000.0,5.0,Sales,2.0,2012.0
101,,Male,Mumbai,,,nan,,2022.0
102,18.0,Female,Bangalore,,8.0,Sales,4.0,2015.0
103,42.0,Male,Ahmedabad,20000.0,,HR,,2022.0
104,24.0,Male,Bangalore,,,Sales,4.0,
105,26.0,Female,Pune,90000.0,11.0,IT,,
106,41.0,Male,Bangalore,145000.0,,Sales,,2021.0
107,18.0,Female,Bangalore,,,Finance,,2022.0
108,,Female,Bangalore,120000.0,2.0,IT,,2011.0
109,25.0,Male,Pune,,14.0,nan,4.0,
110,41.0,Female,nan,140000.0,1.0,Finance,1.0,2015.0
111,28.0,Male,Bangalore,130000.0,,HR,3.0,
112,,Female,Mumbai,135000.0,1.0,HR,,2022.0
113,34.0,Other,Pune,,,HR,4.0,
114,25.0,Female,Bangalore,,2.0,Finance,5.0,2018.0
115,52.0,Male,nan,120000.0,5.0,Finance,,
116,52.0,Other,Pune,,14.0,Finance,5.0,2011.0
117,50.0,Female,Delhi,105000.0,9.0,IT,4.0,
118,22.0,Male,nan,,8.0,IT,2.0,
119,59.0,Male,Mumbai,,0.0,HR,2.0,2016.0
120,56.0,Female,Bangalore,,,Sales,4.0,2019.0
121,58.0,Female,Delhi,60000.0,5.0,HR,,2019.0
122,45.0,Female,Delhi,,8.0,nan,,
123,24.0,Female,Pune,,3.0,IT,,2018.0
124,26.0,Female,Delhi,,1.0,Finance,,
125,25.0,Male,Mumbai,,3.0,IT,3.0,2024.0
126,29.0,Male,Mumbai,,0.0,Finance,,2011.0
127,51.0,Male,Ahmedabad,30000.0,,nan,5.0,2013.0
128,50.0,Female,Mumbai,30000.0,,nan,3.0,
129,,Male,nan,,9.0,IT,5.0,
130,40.0,Female,Delhi,,,Finance,,2014.0
131,41.0,Female,Mumbai,90000.0,14.0,nan,4.0,2016.0
132,54.0,Female,Pune,,,HR,,
133,52.0,Male,Ahmedabad,130000.0,,HR,5.0,2016.0
134,,Female,Delhi,,,Finance,,
135,57.0,Male,Ahmedabad,70000.0,,IT,,2016.0
136,39.0,Female,Delhi,,,nan,,2013.0
137,44.0,Male,Pune,,,IT,4.0,2017.0
138,52.0,Male,Ahmedabad,,3.0,HR,,2022.0
139,18.0,Female,Bangalore,135000.0,1.0,nan,2.0,2013.0
140,52.0,Male,nan,,,IT,,2015.0
141,54.0,Male,nan,,12.0,Sales,,2014.0
142,,Female,Delhi,,0.0,Finance,,2021.0
143,31.0,Female,Bangalore,,,Finance,,2013.0
144,20.0,Female,Ahmedabad,50000.0,12.0,Sales,,2018.0
145,18.0,Female,Bangalore,35000.0,3.0,HR,,2013.0
146,22.0,Female,Bangalore,,6.0,nan,5.0,
147,43.0,Male,Ahmedabad,20000.0,,Finance,,2023.0
148,31.0,Male,Pune,20000.0,8.0,Sales,,2014.0
149,56.0,Male,Bangalore,115000.0,3.0,Sales,3.0,
150,44.0,Other,Bangalore,110000.0,,HR,5.0,2019.0
151,26.0,Female,Pune,,0.0,HR,,
152,32.0,Male,Bangalore,65000.0,9.0,IT,,2021.0
153,32.0,Female,Bangalore,105000.0,3.0,Finance,2.0,
154,43.0,Other,Bangalore,,8.0,IT,4.0,
155,59.0,Male,nan,,12.0,Sales,,2020.0
156,30.0,Female,Mumbai,,13.0,nan,1.0,2012.0
157,,Female,Pune,,9.0,nan,2.0,
158,49.0,Female,Bangalore,,5.0,HR,,2010.0
159,56.0,Male,nan,70000.0,,nan,,2024.0
160,,Female,Pune,,5.0,nan,,2018.0
161,,Other,Delhi,40000.0,,nan,,2024.0
162,49.0,Female,Delhi,55000.0,9.0,Sales,,2012.0
163,21.0,Female,Bangalore,,,nan,,
164,47.0,Other,nan,75000.0,,nan,3.0,2022.0
165,54.0,Female,nan,,,nan,,2021.0
166,40.0,Male,Pune,20000.0,2.0,IT,3.0,
167,56.0,Female,Pune,,,Sales,2.0,2010.0
168,,Female,nan,35000.0,,HR,,
169,32.0,Male,Pune,,,IT,4.0,2022.0
170,,Female,nan,40000.0,14.0,Finance,5.0,2010.0
171,46.0,Other,Mumbai,,14.0,Sales,3.0,2019.0
172,53.0,Other,nan,135000.0,3.0,Sales,,2024.0
173,30.0,Female,Delhi,30000.0,8.0,Finance,3.0,2016.0
174,49.0,Male,Pune,70000.0,,Finance,,
175,24.0,nan,nan,,,Finance,,
176,,Female,nan,35000.0,,HR,4.0,2023.0
177,39.0,Male,Pune,145000.0,10.0,nan,,
178,45.0,Other,Mumbai,,,Sales,,2016.0
179,19.0,Female,Mumbai,,8.0,nan,3.0,
180,59.0,Female,Pune,,9.0,nan,,
181,,Female,Ahmedabad,,,Finance,1.0,2021.0
182,23.0,Male,Pune,,,HR,3.0,2017.0
183,45.0,Male,Pune,45000.0,12.0,IT,,2011.0
184,45.0,Male,Mumbai,90000.0,7.0,HR,4.0,2016.0
185,,Female,Mumbai,,6.0,nan,,2013.0
186,,Male,Pune,,,HR,3.0,
187,37.0,Male,Pune,,,Finance,1.0,2015.0
188,47.0,Male,Pune,,,IT,,2018.0
189,28.0,Female,Mumbai,,14.0,Finance,,2018.0
190,45.0,Other,Pune,,,IT,,2023.0
191,42.0,Male,Pune,,14.0,nan,3.0,2017.0
192,56.0,Male,Bangalore,130000.0,0.0,IT,,
193,50.0,Female,Ahmedabad,45000.0,,IT,2.0,2012.0
194,18.0,Female,Delhi,35000.0,13.0,IT,4.0,
195,44.0,Male,Ahmedabad,105000.0,4.0,HR,3.0,2014.0
196,,Female,Bangalore,60000.0,10.0,HR,,2023.0
197,30.0,Male,Delhi,,,nan,1.0,2013.0
198,58.0,Male,Pune,80000.0,1.0,IT,,2016.0
199,20.0,Female,Bangalore,100000.0,7.0,Sales,,
200,56.0,Male,Pune,,10.0,nan,2.0,2021.0
201,23.0,Other,Mumbai,,,IT,4.0,2011.0
202,25.0,Male,nan,125000.0,2.0,IT,,2020.0
203,44.0,Female,Bangalore,35000.0,0.0,HR,,2023.0
204,26.0,Female,Mumbai,40000.0,10.0,nan,,
205,54.0,Male,Bangalore,,,IT,2.0,
206,50.0,Female,Bangalore,,,IT,,2015.0
207,,Male,Mumbai,80000.0,,nan,,2013.0
208,59.0,nan,Delhi,,,Sales,,2024.0
209,,Male,Ahmedabad,,9.0,nan,,2010.0
210,41.0,Male,Pune,125000.0,,nan,1.0,2016.0
211,32.0,Male,Bangalore,130000.0,5.0,Sales,,2021.0
212,49.0,nan,Pune,30000.0,,nan,,2019.0
213,49.0,Female,nan,,3.0,IT,3.0,2014.0
214,41.0,Female,Mumbai,,12.0,nan,2.0,2021.0
215,58.0,Male,Pune,,,Sales,3.0,
216,,Female,Mumbai,,13.0,Finance,,2019.0
217,,Male,Pune,120000.0,2.0,nan,3.0,2015.0
218,,Female,Ahmedabad,,9.0,HR,,2021.0
219,,Male,Ahmedabad,,5.0,IT,5.0,2016.0
220,29.0,Male,Ahmedabad,120000.0,0.0,IT,,
221,56.0,Male,Ahmedabad,,,HR,,2011.0
222,19.0,Female,Ahmedabad,70000.0,,HR,,2019.0
223,20.0,Female,Ahmedabad,,13.0,nan,,2024.0
224,,Male,Mumbai,35000.0,7.0,HR,3.0,2021.0
225,54.0,Female,Bangalore,20000.0,,Finance,4.0,
226,,Female,Pune,,13.0,Sales,,2013.0
227,34.0,Female,Ahmedabad,135000.0,9.0,HR,,2016.0
228,,Male,Mumbai,,,HR,,2018.0
229,19.0,Male,Mumbai,80000.0,8.0,Finance,1.0,
230,19.0,Female,Mumbai,,5.0,IT,,2016.0
231,45.0,Male,Bangalore,70000.0,10.0,IT,,2011.0
232,40.0,Male,Pune,,,nan,,2015.0
233,54.0,Female,Bangalore,100000.0,6.0,Finance,4.0,
234,49.0,Other,Delhi,,,Sales,3.0,2015.0
235,50.0,Male,Mumbai,105000.0,0.0,Sales,3.0,2022.0
236,18.0,Male,Delhi,,,Finance,,
237,36.0,Female,nan,125000.0,4.0,Sales,,2011.0
238,19.0,Male,Ahmedabad,135000.0,8.0,IT,,2021.0
239,,Male,Ahmedabad,110000.0,,Sales,1.0,2024.0
240,43.0,Male,Bangalore,,,Sales,,2023.0
241,49.0,Female,Pune,,,Finance,,2015.0
242,23.0,Female,Delhi,120000.0,1.0,Finance,,
243,49.0,Male,Pune,55000.0,10.0,Sales,,2014.0
244,21.0,Male,Bangalore,,5.0,HR,,
245,28.0,Male,Ahmedabad,40000.0,7.0,Finance,5.0,2012.0
246,34.0,Female,Pune,100000.0,3.0,nan,1.0,2012.0
247,55.0,Male,Pune,,,nan,2.0,2019.0
248,41.0,Male,Ahmedabad,,10.0,IT,4.0,
249,22.0,Female,Delhi,110000.0,4.0,Sales,5.0,2012.0
250,,Male,Ahmedabad,,14.0,HR,,2021.0
251,51.0,Female,Pune,,,IT,1.0,
252,23.0,Male,Delhi,70000.0,1.0,Sales,3.0,
253,39.0,Male,Delhi,,,Finance,5.0,2016.0
254,28.0,Male,Ahmedabad,75000.0,10.0,nan,3.0,2022.0
255,,Female,Pune,120000.0,,HR,4.0,2011.0
256,33.0,Female,Bangalore,70000.0,12.0,nan,3.0,2013.0
257,50.0,Female,Pune,,3.0,Finance,4.0,2019.0
258,26.0,Male,Mumbai,,,Sales,1.0,2016.0
259,23.0,Female,nan,40000.0,6.0,Finance,,
260,33.0,Male,Bangalore,100000.0,10.0,Finance,4.0,
261,46.0,Male,Delhi,115000.0,,nan,,2015.0
262,20.0,Female,Bangalore,,,HR,2.0,
263,37.0,Male,Delhi,,3.0,Finance,2.0,2014.0
264,53.0,Male,Delhi,75000.0,14.0,nan,,2019.0
265,36.0,Male,Bangalore,45000.0,0.0,HR,2.0,2018.0
266,43.0,Male,Delhi,100000.0,,Sales,,2022.0
267,20.0,Male,Delhi,110000.0,2.0,Sales,2.0,
268,36.0,Female,Mumbai,145000.0,13.0,IT,4.0,2015.0
269,37.0,Male,Pune,,5.0,nan,,2013.0
270,49.0,Female,Pune,,,HR,,2012.0
271,24.0,Female,nan,,,Finance,3.0,2012.0
272,,Male,nan,45000.0,0.0,Sales,,2013.0
273,58.0,Male,Mumbai,,5.0,HR,2.0,2014.0
274,50.0,Male,nan,,5.0,nan,,2017.0
275,57.0,Female,Bangalore,70000.0,,IT,,
276,56.0,Male,Ahmedabad,,,Sales,4.0,2012.0
277,35.0,Female,Ahmedabad,135000.0,4.0,HR,1.0,2021.0
278,57.0,Male,Ahmedabad,130000.0,,HR,1.0,2017.0
279,18.0,Female,Mumbai,90000.0,9.0,HR,2.0,2022.0
280,28.0,Male,Mumbai,,,nan,,2013.0
281,45.0,Male,Delhi,70000.0,,nan,2.0,2023.0
282,42.0,Other,Ahmedabad,100000.0,6.0,nan,2.0,2023.0
283,,Female,Bangalore,85000.0,2.0,Finance,,2022.0
284,40.0,Male,nan,,12.0,HR,,2015.0
285,48.0,Female,Bangalore,105000.0,14.0,Sales,,
286,47.0,Female,nan,,,nan,,2013.0
287,59.0,Female,Ahmedabad,35000.0,,nan,,2017.0
288,52.0,Female,Ahmedabad,50000.0,2.0,HR,,
289,24.0,Male,Ahmedabad,,3.0,nan,,2012.0
290,33.0,Male,Mumbai,,4.0,Finance,2.0,
291,43.0,Male,nan,60000.0,0.0,Finance,1.0,2018.0
292,,Female,Mumbai,55000.0,3.0,nan,5.0,2011.0
293,,Female,Mumbai,,11.0,HR,,2022.0
294,,Male,Pune,100000.0,,HR,,
295,19.0,Male,Bangalore,100000.0,9.0,HR,4.0,2011.0
296,18.0,Female,Bangalore,,,IT,5.0,
297,,nan,Delhi,,,nan,5.0,2020.0
298,29.0,Female,Mumbai,55000.0,,HR,,2024.0
299,22.0,Male,nan,110000.0,,Finance,3.0,2020.0
300,54.0,Male,Pune,,,Sales,5.0,2012.0
301,49.0,Male,Pune,30000.0,,Sales,2.0,2012.0
302,26.0,Other,Bangalore,40000.0,12.0,HR,,2021.0
303,58.0,Male,Mumbai,80000.0,,Sales,1.0,2014.0
304,52.0,Female,Delhi,,13.0,Sales,1.0,
305,36.0,Male,Mumbai,,,IT,,2016.0
306,,Female,Ahmedabad,95000.0,4.0,Finance,,2016.0
307,33.0,Female,Mumbai,,3.0,Finance,2.0,2022.0
308,20.0,Female,Ahmedabad,125000.0,13.0,IT,4.0,2018.0
309,37.0,Male,Ahmedabad,,9.0,IT,5.0,2022.0
310,41.0,Male,Delhi,125000.0,,Sales,,2021.0
311,50.0,Male,nan,,9.0,nan,2.0,2022.0
312,41.0,Other,Bangalore,30000.0,6.0,Sales,,2019.0
313,,Female,Mumbai,65000.0,,IT,1.0,2010.0
314,28.0,Female,Ahmedabad,,0.0,Finance,,2017.0
315,,Female,Mumbai,120000.0,,Sales,,
316,25.0,Female,nan,95000.0,,nan,5.0,2022.0
317,53.0,Male,Bangalore,75000.0,8.0,Sales,5.0,2012.0
318,55.0,Other,nan,25000.0,5.0,HR,4.0,2012.0
319,57.0,Male,Bangalore,,,Sales,3.0,2014.0
320,37.0,Male,Pune,135000.0,12.0,IT,,2020.0
321,52.0,Female,Bangalore,,2.0,Finance,5.0,2016.0
322,,Male,Delhi,,6.0,Finance,,2019.0
323,42.0,Male,nan,,,IT,,2019.0
324,52.0,Female,Ahmedabad,,8.0,HR,5.0,
325,42.0,Male,Pune,110000.0,,IT,,2011.0
326,46.0,Female,Delhi,55000.0,4.0,Sales,,2012.0
327,35.0,Male,Mumbai,145000.0,9.0,IT,2.0,2017.0
328,,Male,nan,,,IT,,2020.0
329,35.0,Male,Ahmedabad,50000.0,,HR,4.0,2022.0
330,19.0,Male,Bangalore,,11.0,Sales,,2016.0
331,52.0,Female,Ahmedabad,50000.0,,nan,,2022.0
332,33.0,Male,Mumbai,30000.0,,nan,,2011.0
333,58.0,Female,Pune,20000.0,2.0,Finance,2.0,2015.0
334,53.0,Female,Pune,,,IT,,2018.0
335,50.0,Female,nan,140000.0,,Finance,,
336,21.0,Other,Pune,,8.0,HR,1.0,2011.0
337,50.0,Female,nan,20000.0,14.0,nan,2.0,
338,31.0,Male,nan,90000.0,4.0,IT,,
339,38.0,Male,nan,,,HR,1.0,2021.0
340,,Male,Bangalore,80000.0,12.0,HR,1.0,2016.0
341,37.0,Female,Delhi,,13.0,IT,1.0,2016.0
342,25.0,Male,nan,55000.0,,HR,,
343,24.0,Female,nan,40000.0,14.0,IT,4.0,2022.0
344,20.0,Female,Delhi,60000.0,,IT,4.0,2020.0
345,34.0,Male,Ahmedabad,20000.0,,Sales,2.0,2015.0
346,50.0,Female,nan,,12.0,Finance,1.0,2023.0
347,,Male,Bangalore,,,HR,,2015.0
348,29.0,Male,Pune,25000.0,,HR,,2015.0
349,,Female,Pune,,7.0,Sales,,2011.0
350,39.0,Female,Mumbai,130000.0,,Sales,4.0,
351,39.0,Female,Mumbai,60000.0,1.0,Sales,,2024.0
352,,Male,Pune,,4.0,nan,2.0,
353,47.0,Male,Pune,,5.0,nan,,2017.0
354,55.0,Female,Bangalore,85000.0,11.0,nan,2.0,2014.0
355,55.0,Female,Delhi,35000.0,,IT,,
356,,Female,Mumbai,,,HR,,
357,,Male,Delhi,,,Finance,,2010.0
358,25.0,Female,Bangalore,,0.0,IT,1.0,
359,44.0,Male,Pune,70000.0,,HR,,2024.0
360,44.0,Male,nan,,10.0,HR,2.0,2014.0
361,51.0,Other,Delhi,55000.0,9.0,Sales,,2016.0
362,38.0,Male,Pune,30000.0,,Sales,1.0,
363,47.0,nan,Pune,85000.0,13.0,IT,5.0,2015.0
364,50.0,Male,Ahmedabad,80000.0,9.0,Sales,,2014.0
365,45.0,Male,Delhi,,14.0,HR,,
366,,Female,nan,,,Sales,1.0,2019.0
367,50.0,Female,Delhi,,3.0,nan,2.0,2024.0
368,22.0,Female,Pune,,1.0,Sales,,2019.0
369,,Female,nan,110000.0,8.0,HR,,
370,36.0,Female,Bangalore,,9.0,IT,3.0,2021.0
371,21.0,Female,Ahmedabad,95000.0,10.0,Finance,,
372,52.0,Female,Pune,25000.0,13.0,Sales,2.0,2010.0
373,,Male,Mumbai,,6.0,HR,,
374,34.0,Female,Mumbai,100000.0,,Finance,4.0,2015.0
375,,Male,Ahmedabad,,14.0,Finance,3.0,2012.0
376,45.0,nan,Bangalore,,,nan,,2011.0
377,47.0,Other,Pune,95000.0,,Finance,,2011.0
378,46.0,Male,Delhi,,,HR,2.0,2022.0
379,,Female,Ahmedabad,25000.0,14.0,HR,,2018.0
380,23.0,Other,Bangalore,25000.0,,Sales,,
381,52.0,Male,Delhi,145000.0,7.0,Sales,,2014.0
382,58.0,Female,Mumbai,80000.0,10.0,Sales,,2016.0
383,54.0,Other,Mumbai,,8.0,Finance,,2022.0
384,41.0,Male,Delhi,,14.0,Finance,,
385,46.0,Female,Ahmedabad,,0.0,nan,1.0,2022.0
386,,Male,Mumbai,30000.0,0.0,Sales,4.0,2016.0
387,,Other,Pune,55000.0,,IT,1.0,2019.0
388,48.0,nan,nan,130000.0,2.0,nan,4.0,2024.0
389,52.0,Other,Delhi,85000.0,9.0,IT,2.0,2015.0
390,50.0,Female,Delhi,,7.0,Finance,5.0,2014.0
391,,Female,Mumbai,,14.0,nan,,2011.0
392,38.0,Female,Ahmedabad,,9.0,nan,,2024.0
393,49.0,Male,Pune,,0.0,HR,,
394,40.0,Female,Ahmedabad,20000.0,,Finance,3.0,
395,50.0,Male,Bangalore,100000.0,1.0,Finance,,2018.0
396,20.0,Female,Bangalore,,,nan,3.0,
397,35.0,Male,nan,,12.0,Finance,,2016.0
398,42.0,Male,Mumbai,80000.0,,nan,4.0,2013.0
399,59.0,Male,Mumbai,120000.0,0.0,HR,,2012.0
400,48.0,Female,Mumbai,110000.0,1.0,nan,,
401,20.0,Male,nan,110000.0,,Finance,,2020.0
402,57.0,Female,Bangalore,140000.0,14.0,Finance,1.0,2010.0
403,,Male,Ahmedabad,125000.0,12.0,nan,,2015.0
404,41.0,Male,nan,,,nan,1.0,2020.0
405,,Female,nan,100000.0,,nan,1.0,2010.0
406,49.0,Female,Ahmedabad,130000.0,,Sales,,2016.0
407,,Male,Mumbai,,6.0,Finance,,2015.0
408,39.0,Female,Pune,65000.0,,Finance,3.0,2023.0
409,40.0,Female,Ahmedabad,65000.0,,Sales,,2011.0
410,19.0,Female,Bangalore,,6.0,nan,,2013.0
411,44.0,Male,Delhi,55000.0,12.0,HR,,2020.0
412,59.0,Male,Delhi,115000.0,4.0,nan,3.0,2024.0
413,19.0,Female,nan,,,nan,,
414,43.0,Male,Delhi,85000.0,2.0,Sales,4.0,2010.0
415,34.0,Female,Pune,,6.0,Finance,3.0,2012.0
416,57.0,Female,Mumbai,,,nan,,2012.0
417,50.0,Other,Bangalore,135000.0,6.0,Finance,,2016.0
418,26.0,Female,Pune,90000.0,,IT,2.0,2010.0
419,,nan,Bangalore,125000.0,0.0,Finance,1.0,2020.0
420,,Male,Bangalore,,,HR,2.0,2015.0
421,56.0,Female,Mumbai,35000.0,,HR,,
422,46.0,Male,nan,80000.0,10.0,nan,,2012.0
423,59.0,Female,Delhi,130000.0,,Finance,1.0,
424,43.0,Female,Mumbai,55000.0,2.0,nan,,2011.0
425,52.0,Female,Pune,105000.0,14.0,Sales,,
426,,nan,nan,75000.0,,HR,,2021.0
427,42.0,Female,Pune,,10.0,nan,,2019.0
428,41.0,Male,nan,85000.0,,Sales,,2014.0
429,30.0,Male,Pune,,,nan,3.0,2018.0
430,24.0,Female,Mumbai,105000.0,,Finance,,2011.0
431,53.0,Male,nan,,8.0,Finance,,2011.0
432,,Male,nan,70000.0,,Finance,3.0,2015.0
433,37.0,Male,Bangalore,,,Finance,,2019.0
434,18.0,Male,Bangalore,75000.0,0.0,IT,2.0,
435,25.0,Male,Ahmedabad,90000.0,,Sales,3.0,2021.0
436,,Male,Pune,,,Sales,2.0,2013.0
437,33.0,Male,Bangalore,,,Finance,1.0,
438,31.0,Male,Ahmedabad,145000.0,8.0,IT,4.0,2024.0
439,29.0,nan,Bangalore,105000.0,,Finance,5.0,2015.0
440,,Male,Pune,,11.0,IT,,
441,40.0,Male,nan,125000.0,,Finance,5.0,
442,32.0,Female,Delhi,,,HR,1.0,2012.0
443,45.0,Male,Pune,100000.0,8.0,HR,3.0,2019.0
444,51.0,Other,Mumbai,130000.0,6.0,nan,1.0,2014.0
445,19.0,Female,Bangalore,135000.0,13.0,Finance,5.0,2023.0
446,49.0,Male,Bangalore,55000.0,,Sales,5.0,2022.0
447,40.0,Male,nan,,,nan,,2015.0
448,39.0,Female,Mumbai,45000.0,1.0,HR,,2021.0
449,,Other,nan,40000.0,8.0,Finance,,2017.0
450,42.0,Female,Mumbai,,12.0,nan,1.0,2014.0
451,39.0,Female,Delhi,,14.0,Finance,4.0,2024.0
452,39.0,Male,Bangalore,,2.0,HR,,
453,,nan,Bangalore,70000.0,10.0,nan,1.0,2010.0
454,,Male,Delhi,20000.0,,HR,,
455,59.0,Other,Ahmedabad,,13.0,IT,,2014.0
456,23.0,Female,nan,110000.0,,HR,,2012.0
457,32.0,Female,Delhi,60000.0,7.0,Finance,5.0,
458,,Female,nan,,,Sales,,2024.0
459,54.0,Male,Pune,,,HR,2.0,2022.0
460,50.0,Male,Bangalore,,,Sales,4.0,
461,25.0,Male,nan,35000.0,1.0,IT,,2020.0
462,,Male,Mumbai,,7.0,nan,3.0,2011.0
463,,Female,nan,105000.0,,nan,2.0,2015.0
464,22.0,Male,Pune,90000.0,5.0,Sales,,2015.0
465,56.0,Male,Bangalore,80000.0,11.0,nan,2.0,2023.0
466,21.0,nan,Delhi,110000.0,14.0,HR,1.0,2020.0
467,23.0,Female,Pune,45000.0,,Sales,5.0,2017.0
468,,Other,Bangalore,75000.0,7.0,Finance,,2017.0
469,49.0,nan,nan,,3.0,HR,,2010.0
470,,Male,Ahmedabad,100000.0,14.0,HR,,2016.0
471,47.0,Male,Ahmedabad,130000.0,,HR,4.0,2015.0
472,,Female,Mumbai,145000.0,,Finance,1.0,2017.0
473,52.0,Female,Bangalore,,,IT,,
